Crisis Name,Crisis Num.,Actors,Trig Date,Term Date,Summary Link,Summary URL
TAN TAN,299,MOR,1/28/79,Mar-79,TAN TAN,https://drive.google.com/open?id=1VD9ViviLnxj4sCJ94n8hf2rvy7TQCnMt
RAIDS ON ZIPRA,300,ZIM; ANG; ZAM,2/12/79,5/31/79,RAIDS ON ZIPRA,https://drive.google.com/open?id=196ao7WDWKBjjlAltFbEv9m131pTasDDK
NORTH/SOUTH YEMEN II,301,YEM; YPR,2/24/79,3/30/79,NORTH/SOUTH YEMEN II,https://drive.google.com/open?id=13EB-qh2rtllHQeawTIbHM_JXBQYOet53
RAIDS ON SWAPO,302,ANG,3/6/79,3/28/79,RAIDS ON SWAPO,https://drive.google.com/open?id=11sPeHGqkA7fplg9f4vIy0AdKgs5ImAcK
AFGHANISTAN INVASION,303,RUS; AFG; PAK; USA,Mar-79,2/28/80,AFGHANISTAN INVASION,https://drive.google.com/file/d/1dr2vWEGaTJiIeut54k3P-PJKakhykdsl/view?usp=share_link
CHAD/LIBYA IV,304,LIB; CHA; FRN,4/12/79,11/10/79,CHAD/LIBYA IV,https://drive.google.com/open?id=1k1liIAjZyoibucKOWKMQHf4R6oJnh3BX
GOULIMIME-TARFAYA RD,305,MOR; ALG,6/1/79,6/25/79,GOULIMIME-TARFAYA RD,https://drive.google.com/open?id=1ofBEc-3VHq6ugiyCEVRSyRXt1dPWAXjJ
SOVIET THREAT/PAK.,306,PAK,6/1/79,7/3/79,SOVIET THREAT/PAK.,https://drive.google.com/open?id=1Zv2h-GU38s_e55o9H4ZdjKn3qXA6g8ZG
RHODESIA SETTLEMENT,307,ZIM; BOT; MZM; ZAM,7/15/79,3/4/80,RHODESIA SETTLEMENT,https://drive.google.com/file/d/1fHPIVcIlu31YmKid85ToV5V9kXZp0NEa/view?usp=sharing
RAID ON ANGOLA,308,ANG,10/28/79,11/2/79,RAID ON ANGOLA,https://drive.google.com/open?id=14a9ySUSteual2-cK-jpiIKuqmLBfRGc8
US HOSTAGES IN IRAN,309,USA; IRN,11/4/79,1/20/81,US HOSTAGES IN IRAN,https://drive.google.com/open?id=1Y4_m7w2vsUoF55I4pHnO44TO4s72XUDA
COLOMBIA/NICARAGUA,310,COL; NIC,12/12/79,7/8/81,COLOMBIA/NICARAGUA,https://drive.google.com/file/d/1j30xHqt6CFq6ISU7c0g8Qbjk47x2zHEQ/view?usp=share_link
RAID ON GAFSA,311,TUN; LIB,1/27/80,4/30/80,RAID ON GAFSA,https://drive.google.com/open?id=1M6rWsMrPAb-va7KKEu5u7r-ZI7vuB3OX
OPERATION IMAN,312,MOR,3/1/80,May-80,OPERATION IMAN,https://drive.google.com/open?id=1yl5g8-c4n6y2M_2Sy7ZyMQlhxRvLEIUn
OPERATION SMOKESHELL,313,ANG,6/7/80,7/2/80,OPERATION SMOKESHELL,https://drive.google.com/open?id=1QgHFO7KGF7DCu61HLTCh1MsHg66SWMBa
LIBYA THREAT-SADAT,314,EGY; LIB,6/11/80,Jun-80,LIBYA THREAT-SADAT,https://drive.google.com/open?id=1ar0aadrD8e8x8LF_BmCYp9wY4AFK3aVX
SOLIDARITY,315,POL; RUS; CZE; GDR,8/14/80,12/13/81,SOLIDARITY,https://drive.google.com/file/d/1RccmzKO5-bA29ftXcfFCSChyWCoh7rQF/view?usp=sharing
LIBYA/MALTA OIL DISP.,316,MLT,8/20/80,9/15/80,LIBYA/MALTA OIL DISP.,https://drive.google.com/open?id=1X0g0I9IKQIiUspnKJY6iuJxv4jh6l1UO
ONSET IRAN/IRAQ WAR,317,IRN; IRQ,9/17/80,11/30/80,ONSET IRAN/IRAQ WAR,https://drive.google.com/open?id=1gGG6DY6zf3Fl0yxDpjFttHtHwq-IDQCm
LIBYA INTERV./GAMBIA,318,GAM,10/27/80,11/7/80,LIBYA INTERV./GAMBIA,https://drive.google.com/open?id=17mM7owIx3f3YYOuZIpCdD0O24ZYrGPQY
JORDAN/SYRIA CONFRNT.,319,JOR,11/25/80,12/14/80,JORDAN/SYRIA CONFRNT.,https://drive.google.com/open?id=1tHG0TGwdma7BtdZiILIB4qbCkq6xr5PW
E. AFRICA CONFRONT.,320,SOM; ETH; KEN,12/5/80,6/29/81,E. AFRICA CONFRONT.,https://drive.google.com/file/d/1rl_FPm7pc0tKbjnRtYpXrRuQcDUNc5ju/view?usp=share_link
CHAD/LIBYA V,321,FRN; LIB,1/6/81,11/16/81,CHAD/LIBYA V,https://drive.google.com/open?id=1Z5ThNmB6uPpIRtcyQTcpsZkNXmR3EfND
ECUADOR/PERU BDR. III,322,ECU; PER,1/22/81,4/2/81,ECUADOR/PERU BDR. III,https://drive.google.com/open?id=18u8o8Zlo2k3OaaVYs2g7QqzT6XdeUP7b
MOZAMBIQUE RAID,323,MZM,1/30/81,Mar-81,MOZAMBIQUE RAID,https://drive.google.com/open?id=1vBTyZPjKeS7jbNBqa-_tPQTZ__2XV5VP
IRAQ NUCLEAR REACTOR,324,ISR; IRQ,Jan-81,6/19/81,IRAQ NUCLEAR REACTOR,https://drive.google.com/open?id=1mVy4m2Cad15002xpmnf8UXtv2Fo181PV
ESSEQUIBO II,325,GUY; VEN,4/4/81,Mar-83,ESSEQUIBO II,https://drive.google.com/open?id=1ubOHQdVNW8ET3w1vl-uyb-5YjMJotjuc
CONTRAS I,326,HON; NIC,4/28/81,5/13/81,CONTRAS I,https://drive.google.com/open?id=1MOPYwJNEMYma4YUU22YLMqSt0H2SX0en
AL-BIQA MISSILES I,327,SYR; ISR,4/28/81,7/24/81,AL-BIQA MISSILES I,https://drive.google.com/file/d/1gXNFl3t4VHUPzrXogQUkPVgdtR6KI7U3/view?usp=drive_link
CAMEROON/NIGERIA I,328,NIG; CAO,5/15/81,7/24/81,CAMEROON/NIGERIA I,https://drive.google.com/open?id=15lZhzP2QHGYuAyAuL0McheAztsGn5t20
COUP ATTEMPT IN THE GAMBIA,329,SEN,7/30/81,1/29/82,COUP ATTEMPT IN THE GAMBIA,https://docs.google.com/document/d/15rpnYimBFiPaoDuqD7-mm1t8ooPh5rST8uY3RvDdhKQ/edit?usp=sharing
GULF OF SYRTE I,330,LIB,8/12/81,9/1/81,GULF OF SYRTE I,https://drive.google.com/open?id=1xv5cnlTy2atwrONNIacegg2FMQzzC_0e
OPERATION PROTEA,331,ANG,8/23/81,9/30/81,OPERATION PROTEA,https://drive.google.com/open?id=1DITkVw4EcqFFi-NhMGjBc0hTNdvjK1Wp
GALTAT ZEMMOUR I,332,MOR,10/13/81,11/9/81,GALTAT ZEMMOUR I,https://drive.google.com/open?id=1-pkYoflzons0bcxCFGJ25T5gfTT7Rndc
U-137 INCIDENT,333,SWD; RUS,10/28/81,11/6/81,U-137 INCIDENT,https://drive.google.com/open?id=1HFg1DLBDxsDPndK4cFZcH5lgraI9Ma4v
COUP ATTEMPT IN BAHRAIN,334,BAH; SAU,12/13/81,1/8/82,COUP ATTEMPT IN BAHRAIN,https://drive.google.com/open?id=13vOJ9J8w0xTn2LbVHQ6v2SfJV1O2Nyok
KHORRAMSHAHR,335,IRQ,3/22/82,7/30/82,KHORRAMSHAHR,https://drive.google.com/open?id=12H7jrIQHwMcmF-TkrSnkYftnQ6FmzYbi
FALKLANDS/MALVINAS,336,UKG; ARG,3/31/82,6/14/82,FALKLANDS/MALVINAS,https://drive.google.com/open?id=12GBYF_Fz529WFD2U82P5RwCh5sJvgDet
WAR IN LEBANON,337,LEB; SYR; ISR,6/5/82,5/17/83,WAR IN LEBANON,https://drive.google.com/open?id=12vE2VdmwCiGlAieiQ3TIVgqp5dYDpa96
OGADEN III,338,SOM; ETH,6/30/82,Aug-82,OGADEN III,https://drive.google.com/open?id=1C4cAL0bxDNMLY2jYWimn326kJuWnKEfd
LESOTHO RAID,339,LES,12/9/82,12/15/82,LESOTHO RAID,https://drive.google.com/open?id=166kbbZq3uku-xkyrpyUjrz8FP4wFQzId
LIBYA THREAT/SUDAN,340,SUD; EGY; LIB,2/11/83,2/22/83,LIBYA THREAT/SUDAN,https://drive.google.com/open?id=1TULMVyIRilAMnBOZ5c-QMp5HNf8yz2LG
CHAD/NIGERIA CLASHES,341,CHA; NIG,4/18/83,7/11/83,CHAD/NIGERIA CLASHES,https://drive.google.com/open?id=1kw6uns-2SruoerOUMf13uGX1rTeyHbzP
CHAD/LIBYA VI,342,CHA; FRN; LIB,6/24/83,12/11/84,CHAD/LIBYA VI,https://drive.google.com/open?id=1UOY-f_bbvj6p_-8w_O7GJEgt2slnpPRd
INVASION OF GRENADA,343,USA; GRN,10/19/83,10/28/83,INVASION OF GRENADA,https://drive.google.com/open?id=1pea22kCAyh0XuFIkSi_XC6jRkS4ALWBf
ABLE ARCHER 83,344,RUS,11/2/83,11/11/83,ABLE ARCHER 83,https://drive.google.com/open?id=1UIxhs3fa7TARIWpGfOfk6GJdRKyDgH7S
MAITENGWE CLASHES,345,BOT,11/8/83,12/21/83,MAITENGWE CLASHES,https://drive.google.com/open?id=1xI2bsEKDdhv54M4w8uHKmF2N7FjAMKEr
ETHIOP./SUDAN TENSION,346,SUD,11/20/83,2/20/84,ETHIOP./SUDAN TENSION,https://drive.google.com/open?id=1Ah06ecCajhZ53T8vz5_H5hg06vvUw5IC
OPERATION ASKARI,347,ANG,12/6/83,2/16/84,OPERATION ASKARI,https://drive.google.com/open?id=153ymI233qku1EJGGOWlly1pgK17dzJBb
BASRA-KHARG ISLAND,348,IRQ; IRN; KUW; SAU,2/21/84,7/11/84,BASRA-KHARG ISLAND,https://drive.google.com/open?id=1IqvGujUWz4HONxh57Sy7Syp4wBHk_nkz
AEGEAN SEA II,349,GRC,3/8/84,3/10/84,AEGEAN SEA II,https://drive.google.com/open?id=1WYNJYqYYsnHyTjF-bCXRKg6Xj9jK0cmM
OMDURMAN BOMBING,350,SUD; EGY; LIB,3/16/84,1984,OMDURMAN BOMBING,https://drive.google.com/open?id=1R7YWyJwseoAmdZ6koOQXzMMKLB7Dv53A
VIETNAM INCURSION INTO THAILAND,351,THI,3/25/84,4/17/84,VIETNAM INCURSION INTO THAILAND,https://drive.google.com/open?id=13QchGgJ4vTfmVbHd7x4wPqabUOHD2zxG
SINO/VIETNAM CLASHES,352,DRV; CHN,4/2/84,Jun-84,SINO/VIETNAM CLASHES,https://drive.google.com/open?id=1ByjBnhFyYRYXOB-H0nPLgBR7uTNKZmZ9
THREE VILLAGE BDR. I,353,THI; LAO,6/5/84,Oct-84,THREE VILLAGE BDR. I,https://drive.google.com/open?id=1Hj9TKoMIBK_BsrP7-ZulpRHVpandMVaK
NICARAGUA MIG-21S,354,USA; NIC,11/6/84,11/12/84,NICARAGUA MIG-21S,https://drive.google.com/open?id=1DMKXRG6qM4z-62Ee-oq7h9DU6AF5CM9p
BOTSWANA RAID,355,BOT,6/14/85,6/21/85,BOTSWANA RAID,https://drive.google.com/open?id=11ncALg30isTGV6CvGlmCk5pdFdXykrTR
EXPULSION-TUNISIANS,356,TUN,8/21/85,9/26/85,EXPULSION-TUNISIANS,https://drive.google.com/open?id=1XtSGWoNDdEOZ1RGFsbEI9pFvkJN8KTuQ
AL-BIQA MISSILES II,357,SYR; ISR,11/19/85,1/15/86,AL-BIQA MISSILES II,https://drive.google.com/open?id=1r8u3ob7O9Zy78Cx7k_wW1UAIEvLOz17c
EGYPT AIR HIJACKING,358,EGY; LIB,11/23/85,12/3/85,EGYPT AIR HIJACKING,https://drive.google.com/open?id=15YdAzyybt-TcjAnVK-0tD8covTttVV6x
BURKINA FASO/MALI BDR,359,MLI; BFO,12/20/85,1/18/86,BURKINA FASO/MALI BDR,https://drive.google.com/open?id=1GOW5LmfjLuCWH_gkQy1Q3pWh0P8b8M4n
S. AFRICA RAID ON LESOTHO,360,LES,12/20/85,1/25/86,S. AFRICA RAID ON LESOTHO,https://drive.google.com/open?id=1uBAPvcSBI7Mev5S4Q44-w3B0lGoDygpC
CAPTURE OF AL-FAW,361,IRQ; KUW; SAU; IRN,2/9/86,Apr-86,CAPTURE OF AL-FAW,https://drive.google.com/open?id=1hKW9SIEhZW_T0nc7CZs4MXgt636KNusU
CHAD/LIBYA VII,362,CHA; FRN; LIB,2/10/86,Mar-86,CHAD/LIBYA VII,https://drive.google.com/open?id=17wbS-VYKZMJvnSs7heLfU3agVpQ97buh
GULF OF SYRTE II,363,LIB; USA,3/24/86,4/21/86,GULF OF SYRTE II,https://drive.google.com/open?id=1hqFklAhGanM5AL8s0R8qWfAm6e-N3xNh
AL-DIBAL INCIDENT,364,BAH,4/26/86,6/15/86,AL-DIBAL INCIDENT,https://drive.google.com/open?id=1688wFhBJCjGSAE_dkvQ3TD9bK5ng9nnJ
S. AFRICA CROSS BORDER RAID,365,BOT; ZAM; ZIM,5/19/86,May-86,S. AFRICA CROSS BORDER RAID,https://drive.google.com/open?id=1s2vezq2eZ9ajuM3CJMWZA6zHx6CWQVVh
REBEL ATTACK ON UGANDA,366,UGA,8/19/86,Jun-86,REBEL ATTACK ON UGANDA,https://drive.google.com/open?id=1PXb6KQT6EHwGujbs7as2ShDoeME40ZAa
MOZAMBIQUE ULTIMATUM,367,MAW,9/11/86,12/18/86,MOZAMBIQUE ULTIMATUM,https://drive.google.com/open?id=1m9K6T_rcBY3eN1DJgkwH05HIAa6IZR1D
ATTEMPTED COUP-TOGO,368,TOG,9/23/86,2/5/87,ATTEMPTED COUP-TOGO,https://drive.google.com/open?id=1b4NwMIzmFUZpe3HB65yQFoJ1LzF8iM9l
CONTRAS II,369,HON; NIC,12/4/86,12/12/86,CONTRAS II,https://drive.google.com/open?id=1IlA7IDRKAtr9R6-1XGEO5trbY_PaLKLr
CHAD/LIBYA VIII,370,CHA; LIB,12/12/86,9/11/87,CHAD/LIBYA VIII,https://drive.google.com/open?id=1Wgze9XMrK7VrO0Cesp3_iUHjwaV0gpVg
SINO/VIETNAM BORDER,371,DRV; CHN,1/5/87,1/10/87,SINO/VIETNAM BORDER,https://drive.google.com/open?id=1whZl664gzUKNJR8RRGU5AD4BXm6H31B9
PUNJAB WAR SCARE II,372,IND; PAK,Jan-87,2/19/87,PUNJAB WAR SCARE II,https://drive.google.com/open?id=1NQvF0fTt2-Vn0MPwaPTBj6QM1duYGXAY
TODGHERE INCIDENT,373,SOM,2/12/87,Apr-87,TODGHERE INCIDENT,https://drive.google.com/open?id=1gO438lBAImG1DlwJrbWFYv2ma4HbfLuC
SYRIAN INT./LEBANON,374,SYR,2/15/87,4/6/87,SYRIAN INT./LEBANON,https://drive.google.com/open?id=186JCTWqxQCCRBbLl0JDzeFEpJxijoyoB
SAND WALL,375,MOR; MAA; ALG,2/25/87,5/4/87,SAND WALL,https://drive.google.com/open?id=1Gu16TM2RvjnqzwVyY4-zn6aqfd4b3CRh
AEGEAN SEA III,376,GRC; TUR,3/1/87,3/28/87,AEGEAN SEA III,https://drive.google.com/open?id=1X9Lt3sgg2Fkq_DzpmcW203xNJHl7_NWg
CAMEROON/NIGERIA II,377,NIG,5/2/87,9/26/87,CAMEROON/NIGERIA II,https://docs.google.com/document/d/1bUYFDM0_52GhbN3x6d9PZEqp2OAAZqjwVvs6lpV-ycg/edit?usp=sharing
INDIA INT./SRI LANKA,378,IND; SRI,6/3/87,7/30/87,INDIA INT./SRI LANKA,https://drive.google.com/open?id=12-c_13Ya4CQ2QCrIxP3GEB9Eo0oYMfu7
MECCA PILGRIMAGE,379,SAU; IRN,7/31/87,Oct-87,MECCA PILGRIMAGE,https://drive.google.com/open?id=1S7azaWYkqMMLq8RVHBWe2MGdUeCoRxEl
S. AFRICA INTERVENTION IN ANGOLA,380,ANG; SAF,10/3/87,8/22/88,S. AFRICA INTERVENTION IN ANGOLA,https://drive.google.com/open?id=1-9JkcNNhimYcXU9vIiy3-fB8oyDa1yNX
THREE VILLAGE BDR. II,381,LAO; THI,11/3/87,2/17/88,THREE VILLAGE BDR. II,https://drive.google.com/open?id=1Fx_DbW2jTSWr3UAbIvnDUdpxjFn0tg48
KENYA/UGANDA BORDER,382,KEN; UGA,12/14/87,12/28/87,KENYA/UGANDA BORDER,https://drive.google.com/open?id=12Q8HsulY6fngMt0AC6CmEV7l1WNxkW34
CONTRAS III,383,HON; NIC,3/6/88,3/28/88,CONTRAS III,https://drive.google.com/open?id=1yFDWbToP1ei8FSMzD7yWjBhx77wQOKAK
SPRATLY ISLANDS,384,DRV; CHN,3/14/88,Apr-88,SPRATLY ISLANDS,https://drive.google.com/open?id=114NcUwiBDrIfdbqOtHzrSy_YcIRfygED
IRAQ RECAPTURE-AL-FAW,385,IRN,4/18/88,8/8/88,IRAQ RECAPTURE-AL-FAW,https://drive.google.com/open?id=1Z7NV-pvDoU0QrfP9BuwIEzitECdqbNrF
LIBYAN JETS,386,USA; LIB,12/21/88,1/12/89,LIBYAN JETS,https://drive.google.com/open?id=1ttRj9_r_KyjNMh8jYNDOUGwQvNnuCpum
MAURITANIA/SENEGAL,387,SEN; MAA,8/21/89,7/18/91,MAURITANIA/SENEGAL,https://drive.google.com/open?id=1seCSh_lXx1WVp87FT6raiwUTlLHqmicQ
CAMBODIA PEACE CONF.,388,CAM; DRV,8/30/89,1/27/90,CAMBODIA PEACE CONF.,https://drive.google.com/open?id=1lFk_DRlpwmbH-HEs5E4AefmhgM69pBCk
CONTRAS IV,389,HON,9/9/89,11/7/89,CONTRAS IV,https://drive.google.com/open?id=1atPtKFOiIUN6EKgzP6aQow936Tn5Tv4u
GALTAT ZEMMOUR II,390,MOR,10/7/89,Nov-89,GALTAT ZEMMOUR II,https://drive.google.com/open?id=1efK8nKi-T6qnzIIMvBBHc3AWLqZYe5ft
INVASION OF PANAMA,391,USA; PAN,12/15/89,1/3/90,INVASION OF PANAMA,https://drive.google.com/open?id=1bPfWRGy0jq945Fffez4HC7ybNMcgKmHd
KASHMIR III-NUCLEAR,392,IND; PAK,1/14/90,Jun-90,KASHMIR III-NUCLEAR,https://docs.google.com/document/d/1eLfxd2eObAsNpB_qyNz6ThgnW1UQPpqJ5WA1k5qNA-k/edit?usp=sharing
GULF WAR,393,KUW; USA; BAH; EGY; FRN; IRQ; ISR; OMA; QAT; SAU; SYR; UAE; UKG,8/2/90,4/12/91,GULF WAR,https://drive.google.com/open?id=1VtJT6lUAp5faweKsHXAHiQICM0XT60Li
RWANDA/UGANDA,394,RWA,9/30/90,3/29/91,RWANDA/UGANDA,https://drive.google.com/open?id=1xNxqLdpjlzDekzvDV9onAft-wKai8uog
LIBERIA/SIERRA LEONE,395,SIE,3/23/91,10/31/91,LIBERIA/SIERRA LEONE,https://drive.google.com/open?id=1Pi1D0nJ2jy-N6m9pe4OzNHOyNdhBC2TR
GHANA/TOGO BORDER II,396,GHA,4/11/91,10/5/91,GHANA/TOGO BORDER II,https://drive.google.com/open?id=1Jz59oEUdoum1DVhGTkXJqV0zyR_Wvj_L
YUGOSLAVIA I: CROATIA-SLOVENIA,397,YUG; SLV; CRO,6/25/91,1/3/92,YUGOSLAVIA I: CROATIA-SLOVENIA,https://drive.google.com/open?id=1VnLHxsx5W0PZb9FWvsJSHbyGhJOnPLFu
BUBIYAN,398,KUW,8/28/91,Aug-91,BUBIYAN,https://drive.google.com/open?id=1J92cE2VcYp_N3e7gwvNDr0VmTysr1lGO
FOREIGN INTERV.-ZAIRE,399,BEL; FRN; DRC,9/23/91,11/4/91,FOREIGN INTERV.-ZAIRE,https://drive.google.com/open?id=1oMx2iSGD5t-d9pKbHM2SGkSDwVMulnR2
ECUADOR/PERUBDR. IV,400,ECU; PER,10/6/91,10/15/91,ECUADOR/PERUBDR. IV,https://drive.google.com/open?id=1GTb5yTMhEKEqFDTpWbIXwlA4rPiU8TXb
NAGORNYY-KARABAKH,401,ARM; AZE,11/27/91,Aug-92,NAGORNYY-KARABAKH,https://drive.google.com/open?id=1lJhSiIosJzcROfz4T2LHfpLqB0gGA6BO
EGYPT/SUDAN BDR. II,402,EGY; SUD,Jan-92,Jun-92,EGYPT/SUDAN BDR. II,https://drive.google.com/open?id=1n8o3QMBqkrfmUqlIDT80meAhU-pBQ0Vl
YUGOSLAVIA II: BOSNIA,403,BOS; YUG; CRO,3/3/92,11/21/95,YUGOSLAVIA II: BOSNIA,https://drive.google.com/open?id=1FYg-Y7VPw1TMV-Epmxbeq9KMELMbPQKr
PAPUA/SOLOMON,404,SOL; PNG,3/12/92,Sep-92,PAPUA/SOLOMON,https://drive.google.com/open?id=1IPklAXyDhoENmH8A-nIrxL9KemwozxwG
SLEEPING DOG HILL,405,THI; MYA,3/14/92,12/25/92,SLEEPING DOG HILL,https://drive.google.com/open?id=1y8sIeCPJrnNGd40J3VTtU-hl7wDbJUYZ
IRAQ NO-FLY ZONE,406,IRQ,8/18/92,9/8/92,IRAQ NO-FLY ZONE,https://drive.google.com/open?id=1n3kYMjaKPTnQLEcyImObgmTdMIEwnCsa
GEORGIA/ABKHAZIA,407,GRG,9/25/92,10/8/93,GEORGIA/ABKHAZIA,https://drive.google.com/open?id=1UEyFBZk_QGx6KqiEmr_ZWbYUiRjkBo1E
N. KOREA NUCLEAR I,408,PRK; ROK; USA,Mar-93,10/21/94,N. KOREA NUCLEAR I,https://drive.google.com/open?id=1mbh-md3QErZ10MnYXrggJtM_Eds-KM79
OPTN. ACCOUNTABILITY,409,ISR; LEB,7/10/93,7/31/93,OPTN. ACCOUNTABILITY,https://drive.google.com/file/d/1wkgmcK-W40L82XCnk1OyQQ6bMRVmpGMU/view?usp=drive_link
CAMEROON/NIGERIA III,410,NIG; CAO,Dec-93,Nov-94,CAMEROON/NIGERIA III,https://drive.google.com/open?id=1lKwvMDmF1r6iMufXvFZEZUiGYZrt64yt
HAITI MIL. REGIME,411,USA; HAI,Jul-94,10/15/94,HAITI MIL. REGIME,https://drive.google.com/open?id=1lXZzVMm4gsAFA_HwI1_DqFSDsWn6wdiH
IRAQ DEPLOY./KUWAIT,412,KUW; SAU; USA; IRQ,10/7/94,11/10/94,IRAQ DEPLOY./KUWAIT,https://drive.google.com/open?id=1uF_zK_iwAmDmZo86jRiq7vpWgIXALf2d
ECUADOR/PERU V,413,ECU; PER,1/9/95,3/1/95,ECUADOR/PERU V,https://drive.google.com/open?id=1ozpzWVnouBmZQAZzuVvC6gpOtLo-QVqP
SPRATLY ISLANDS,414,PHI,2/2/95,Feb-95,SPRATLY ISLANDS,https://drive.google.com/open?id=1Wj_bgTvIsudqMRv8ResE2At-KBIXiuCq
TAIWAN STRAIT IV,415,CHN; TAW,5/22/95,3/25/96,TAIWAN STRAIT IV,https://drive.google.com/open?id=1Ktj-NZtfsCwsbinB6zpk1h4hEAlZllh6
RED SEA ISLANDS,416,ERI; YEM,12/15/95,12/31/95,RED SEA ISLANDS,https://drive.google.com/open?id=1BKYQJpe6e5kodNd-XmUCnVkuJCKCGOSU
AEGEAN SEA IV,417,TUR; GRC,1/26/96,1/31/96,AEGEAN SEA IV,https://drive.google.com/open?id=1jZT331PxtBqnzij0Jng7z_nooVvhnu0d
OPRN GRAPES OF WRATH,418,ISR; LEB,4/9/96,4/27/96,OPRN GRAPES OF WRATH,https://drive.google.com/open?id=1dzS5RkG3tWR8opKMFX6qHlfq1uUKmt7o
DESERT STRIKE,419,IRQ; USA,8/31/96,9/14/96,DESERT STRIKE,https://drive.google.com/open?id=1vD8cL1YkYAGEp400PicrDC-UMcU7DjuD
N. KOREAN SUBMARINE,420,ROK; PRK,9/18/96,12/29/96,N. KOREAN SUBMARINE,https://drive.google.com/open?id=1VtUAezwrKQyE_FiUd389Spm_yDo1ipVH
ZAIRE CIVILWAR,421,DRC; RWA,10/8/96,5/16/97,ZAIRE CIVILWAR,https://drive.google.com/open?id=1cnJ537Uj1MlNQUOyzDkpVK6DFo3J5z_j
UNSCOM I,422,USA; IRQ,11/13/97,2/23/98,UNSCOM I,https://drive.google.com/open?id=1NEtuD0hMzE9z3frVil4acoFvUztGUhun
CYPRUS/TURKEY MISSILE,423,TUR; CYP,1/24/98,12/29/98,CYPRUS/TURKEY MISSILE,https://drive.google.com/open?id=1kF7etxSIcn4cm_OOdKWYMFkiNMYwB8Ry
ETHIOPIA-ERITREA I,424,ERI; ETH,5/6/98,12/12/00,ETHIOPIA-ERITREA I,https://drive.google.com/open?id=143mdwSZ-WYM7oLGkzJLM-SRV_d5D6sNo
INDIA/PAKISTAN NUCLEAR TESTS,425,IND; PAK,5/11/98,6/11/98,INDIA/PAKISTAN NUCLEAR TESTS,https://drive.google.com/open?id=1j6EQR5hfnHTdSu5_fF9xwfg4UxTRc3Qp
DRC CIVIL WAR,426,RWA; ANG; CHA; DRC; NAM; ZIM; UGA,7/29/98,7/30/02,DRC CIVIL WAR,https://docs.google.com/document/d/1zaQg-7BUOdZt-U9SnhcMiqfoNi6sOoSJiVDh8i-nQjM/edit?usp=sharing
US EMBASSY BOMBINGS,427,AFG; USA; SUD,8/7/98,8/20/98,US EMBASSY BOMBINGS,https://drive.google.com/open?id=1qxI0amqmDP73-8tbMxokYp2Y64El4bss
SYRIA/TURKEY,428,SYR,10/1/98,10/20/98,SYRIA/TURKEY,https://drive.google.com/open?id=1Y1uGmnJJGFRIo6qhPsww1XDpA_1guGSy
UNSCOM II,429,UKG; USA; IRQ,10/31/98,12/20/98,UNSCOM II,https://drive.google.com/open?id=1kvp5rA_zhCrlWP0FJtMn01p7-rOvqukS
KOSOVO,430,ALB; BEL; CAN; FRN; GFR; ITA; NTH; POR; SPN; UKG; USA; YUG,2/20/99,6/10/99,KOSOVO,https://drive.google.com/open?id=1FGgULs5DxGUtG39UaSLk140oP6d_4KlQ
KARGIL,431,IND; PAK,5/9/99,7/4/99,KARGIL,https://drive.google.com/open?id=1aQi6PLPE05JTuRd6O7obgdA30ol6CIq2
EAST TIMOR II,432,AUL; INS,9/4/99,10/19/99,EAST TIMOR II,https://drive.google.com/open?id=1-m3bCQ6x87NKBEhrL2qXDxcowJdy3J_N
CASPIAN SEA,433,AZE,7/24/01,8/1/01,CASPIAN SEA,https://drive.google.com/open?id=1_aPgTajBSezrPzOCNM3BbqZHvRyyxrMd
AFGHANISTAN/US,434,AFG; PAK; UKG; USA,9/11/01,12/7/01,AFGHANISTAN/US,https://drive.google.com/open?id=1NkD3W8yOd5nheLHphQ2wR2l37sWsbx70
INDIA PARLIAMENT ATTACK,435,IND; PAK,12/13/01,1/12/02,INDIA PARLIAMENT ATTACK,https://drive.google.com/open?id=1vAaS7bZhUnQ4qrIcmh0751CL9od_pts6
KALUCHAK,436,IND; PAK,4/14/02,10/17/02,KALUCHAK,https://drive.google.com/open?id=1YUoOkX6jg1TtkbpjY9-K25eMcQJfx2xx
MYANMAR-THAILAND,437,THI; MYA,5/16/02,10/15/02,MYANMAR-THAILAND,https://drive.google.com/open?id=1nfvog0dphS0qN5rvgaMVpiM0zwhXpl3B
PARSLEY ISLAND,438,SPN; MOR,7/11/02,7/21/02,PARSLEY ISLAND,https://drive.google.com/open?id=19Y7FUIbuTX1-BZxkRkDOvMpRX7ji0C_8
PANKISI GORGE,439,RUS; GRG,7/27/02,10/7/02,PANKISI GORGE,https://drive.google.com/open?id=1R8wCqjrOa2K34eFRCvqIhdGUxk-3zqlI
IRAQ REGIME CHANGE,440,IRQ; UKG; USA,9/12/02,5/1/03,IRAQ REGIME CHANGE,https://drive.google.com/file/d/11GUhdvJd7vdTCw9WpT0kQ8voHc9hACVg/view?usp=sharing
N. KOREA NUCLEAR II,441,USA; PRK,10/4/02,1/6/04,N. KOREA NUCLEAR II,https://drive.google.com/file/d/1IpewDskI1iCB_pd1w6fbJJhiB2azyG2i/view?usp=sharing
IRAN NUCLEAR I,442,FRN; GFR; UKG; IRN,6/13/03,11/15/04,IRAN NUCLEAR I,https://drive.google.com/open?id=1swJBeippZ7mZZrDz_eYYyT8YjQW0S1KZ
